Timestamp,Ticket,Action,Volume,Price,Realized_PnL,Reason
2026-09-22 06:55:16,2377623963,OPEN,0.01,4316.57,0.0,Momentum
2026-09-22 06:55:16,2377623967,OPEN,0.01,4316.57,0.0,Momentum
2026-09-22 06:56:02,2377625793,OPEN,0.01,4315.42,0.0,Momentum
2026-09-22 06:56:02,2377625847,OPEN,0.01,4315.42,0.0,Momentum
2026-09-22 06:56:39,2377625793,CLOSE,0.01,4318.01,-2.59,STOP_HIT
2026-09-22 06:56:39,2377625847,CLOSE,0.01,4317.95,-2.59,STOP_HIT
2026-09-22 06:58:13,2377632353,OPEN,0.01,4317.75,0.0,Momentum
2026-09-22 06:58:14,2377632356,OPEN,0.01,4317.81,0.0,Momentum
2026-09-22 07:01:07,2377632353,CLOSE,0.01,4320.31,-2.56,STOP_HIT
2026-09-22 07:01:07,2377632356,CLOSE,0.01,4320.64,-2.5,STOP_HIT
2026-09-22 11:43:01,2378581953,OPEN,0.01,4318.76,0.0,0.0,Mean_Reversion
2026-09-22 11:43:01,2378581958,OPEN,0.01,4318.76,0.0,0.0,Mean_Reversion
2026-09-22 11:43:10,2378582429,OPEN,0.01,4318.69,0.0,0.0,Mean_Reversion
2026-09-22 11:43:10,2378582434,OPEN,0.01,4318.69,0.0,0.0,Mean_Reversion
2026-09-22 11:43:30,2378583219,OPEN,0.01,4319.23,0.0,0.0,Mean_Reversion
2026-09-22 11:43:30,2378583223,OPEN,0.01,4319.23,0.0,0.0,Mean_Reversion
2026-09-22 11:44:13,2378583219,CLOSE,0.01,4317.28,1.95,3.9,CAPPED_TARGET_HIT
2026-09-22 11:44:13,2378583223,CLOSE,0.01,4317.5,1.95,3.9,CAPPED_TARGET_HIT
2026-09-22 11:44:13,2378584695,OPEN,0.01,4317.45,0.0,0.0,Mean_Reversion
2026-09-22 11:44:13,2378584700,OPEN,0.01,4317.45,0.0,0.0,Mean_Reversion
2026-09-22 11:44:23,2378585281,OPEN,0.01,4317.51,0.0,0.0,Mean_Reversion
2026-09-22 11:44:24,2378585290,OPEN,0.01,4317.57,0.0,0.0,Mean_Reversion
2026-09-22 11:44:36,2378585799,OPEN,0.01,4317.8,0.0,0.0,Mean_Reversion
2026-09-22 11:46:11,2378590542,OPEN,0.01,4317.82,0.0,0.0,Mean_Reversion
2026-09-22 11:46:12,2378590551,OPEN,0.01,4317.48,0.0,0.0,Mean_Reversion
2026-09-22 11:56:13,2378618486,OPEN,0.01,4321.03,0.0,0.0,Setup_RANGE
2026-09-22 11:56:14,2378618500,OPEN,0.01,4320.83,0.0,0.0,Setup_RANGE
2026-09-22 11:57:24,2378618486,CLOSE,0.01,4323.47,-2.44,0.0,STOP_HIT
2026-09-22 11:57:24,2378618500,CLOSE,0.01,4323.47,-2.64,0.0,STOP_HIT
2026-09-22 12:46:25,2378809104,OPEN,0.01,4331.65,0.0,0.0,Setup_TRENDING
2026-09-22 12:46:25,2378809108,OPEN,0.01,4331.65,0.0,0.0,Setup_TRENDING
2026-09-22 12:46:31,2378809793,OPEN,0.01,4331.36,0.0,0.0,Setup_TRENDING
2026-09-22 12:46:32,2378809846,OPEN,0.01,4331.71,0.0,0.0,Setup_TRENDING
2026-09-22 12:47:25,2378809793,CLOSE,0.01,4334.2,-2.84,0.0,STOP_HIT
2026-09-22 12:47:26,2378809846,CLOSE,0.01,4333.98,-2.49,0.0,STOP_HIT
2026-09-22 12:50:17,2378820589,OPEN,0.01,4334.95,0.0,0.0,Setup_TRENDING
2026-09-22 12:50:17,2378820607,OPEN,0.01,4334.9,0.0,0.0,Setup_TRENDING
2026-09-22 13:01:07,2378858784,OPEN,0.01,4333.68,0.0,0.0,Setup_RANGE
2026-09-22 13:01:08,2378858794,OPEN,0.01,4333.61,0.0,0.0,Setup_RANGE
2026-09-22 13:01:47,2378861924,OPEN,0.01,4335.28,0.0,0.0,Setup_RANGE
2026-09-22 13:01:47,2378861933,OPEN,0.01,4335.28,0.0,0.0,Setup_RANGE
2026-09-22 13:01:51,2378862297,OPEN,0.01,4335.09,0.0,0.0,Setup_RANGE
2026-09-22 13:01:52,2378862305,OPEN,0.01,4335.2,0.0,0.0,Setup_RANGE
2026-09-22 13:01:56,2378862566,OPEN,0.01,4335.0,0.0,0.0,Setup_RANGE
2026-09-22 13:01:56,2378862579,OPEN,0.01,4334.98,0.0,0.0,Setup_RANGE
2026-09-22 13:03:02,2378867617,OPEN,0.01,4336.47,0.0,0.0,Setup_RANGE
2026-09-22 13:03:02,2378867625,OPEN,0.01,4336.52,0.0,0.0,Setup_RANGE
2026-09-22 13:03:09,2378867981,OPEN,0.01,4335.66,0.0,0.0,Setup_RANGE
2026-09-22 13:03:10,2378868038,OPEN,0.01,4335.4,0.0,0.0,Setup_RANGE
2026-09-22 13:03:16,2378868783,OPEN,0.01,4335.17,0.0,0.0,Setup_RANGE
2026-09-22 13:03:17,2378868825,OPEN,0.01,4335.12,0.0,0.0,Setup_RANGE
2026-09-22 13:03:46,2378870177,OPEN,0.01,4334.7,0.0,0.0,Setup_RANGE
2026-09-22 13:03:47,2378870217,OPEN,0.01,4335.02,0.0,0.0,Setup_RANGE
2026-09-22 13:04:13,2378871291,OPEN,0.01,4334.54,0.0,0.0,Setup_RANGE
2026-09-22 13:04:14,2378871310,OPEN,0.01,4334.74,0.0,0.0,Setup_RANGE
2026-09-22 13:05:03,2378871291,CLOSE,0.01,4337.29,-2.75,0.2,STOP_HIT
2026-09-22 13:05:04,2378871310,CLOSE,0.01,4337.16,-2.55,0.2,STOP_HIT
2026-09-22 13:23:56,2378948168,OPEN,0.01,4331.83,0.0,0.0,Setup_TRENDING
2026-09-22 13:23:57,2378948181,OPEN,0.01,4331.65,0.0,0.0,Setup_TRENDING
2026-09-22 13:41:06,2379023347,OPEN,0.01,4329.12,0.0,0.0,Setup_RANGE
2026-09-22 13:41:06,2379023361,OPEN,0.01,4329.46,0.0,0.0,Setup_RANGE
2026-09-22 13:41:14,2379024406,OPEN,0.01,4330.8,0.0,0.0,Setup_RANGE
2026-09-22 13:41:14,2379024416,OPEN,0.01,4330.63,0.0,0.0,Setup_RANGE
2026-09-22 13:41:39,2379024406,CLOSE,0.01,4328.15,-2.65,0.0,STOP_HIT
2026-09-22 13:41:39,2379024416,CLOSE,0.01,4328.02,-2.48,0.0,STOP_HIT
2026-09-22 13:42:38,2379032811,OPEN,0.01,4331.9,0.0,0.0,Setup_RANGE
2026-09-22 13:42:39,2379032823,OPEN,0.01,4331.9,0.0,0.0,Setup_RANGE
2026-09-22 13:42:45,2379034117,OPEN,0.01,4333.7,0.0,0.0,Setup_RANGE
2026-09-22 13:42:46,2379034253,OPEN,0.01,4333.74,0.0,0.0,Setup_RANGE
2026-09-22 13:42:57,2379036136,OPEN,0.01,4334.99,0.0,0.0,Setup_RANGE
2026-09-22 13:42:58,2379036233,OPEN,0.01,4335.41,0.0,0.0,Setup_RANGE
2026-09-22 13:43:35,2379041893,OPEN,0.01,4339.74,0.0,0.0,Setup_RANGE
2026-09-22 13:43:36,2379042082,OPEN,0.01,4339.85,0.0,0.0,Setup_RANGE
2026-09-22 13:43:59,2379045353,OPEN,0.01,4340.8,0.0,0.0,Setup_RANGE
2026-09-22 13:44:00,2379045432,OPEN,0.01,4340.89,0.0,0.0,Setup_RANGE
2026-09-22 13:48:44,2379073106,OPEN,0.01,4338.17,0.0,0.0,Setup_TRENDING
2026-09-22 13:51:56,2379084022,OPEN,0.01,4339.53,0.0,0.0,Setup_TRENDING
2026-09-22 14:03:23,2379125196,OPEN,0.01,4333.03,0.0,0.0,Setup_RANGE
2026-09-22 14:03:23,2379125203,OPEN,0.01,4333.03,0.0,0.0,Setup_RANGE
2026-09-22 14:03:30,2379125753,OPEN,0.01,4333.2,0.0,0.0,Setup_RANGE
2026-09-22 14:03:30,2379125769,OPEN,0.01,4333.2,0.0,0.0,Setup_RANGE
2026-09-22 14:03:37,2379126513,OPEN,0.01,4333.96,0.0,0.0,Setup_RANGE
2026-09-22 14:03:38,2379126531,OPEN,0.01,4333.73,0.0,0.0,Setup_RANGE
2026-09-22 14:06:51,2379139050,OPEN,0.01,4330.02,0.0,0.0,Setup_RANGE
2026-09-22 14:06:52,2379139061,OPEN,0.01,4330.02,0.0,0.0,Setup_RANGE
2026-09-22 14:14:06,2379163827,OPEN,0.01,4333.96,0.0,0.0,Setup_RANGE
2026-09-22 14:14:06,2379163843,OPEN,0.01,4333.83,0.0,0.0,Setup_RANGE
2026-09-22 14:14:52,2379167162,OPEN,0.01,4333.01,0.0,0.0,Setup_RANGE
2026-09-22 14:14:52,2379167167,OPEN,0.01,4333.01,0.0,0.0,Setup_RANGE
2026-09-22 14:19:32,2379188839,OPEN,0.01,4330.98,0.0,0.0,Setup_RANGE
2026-09-22 14:19:32,2379188850,OPEN,0.01,4330.98,0.0,0.0,Setup_RANGE
2026-09-22 14:19:52,2379188839,CLOSE,0.01,4328.3,-2.68,0.0,STOP_HIT
2026-09-22 14:19:52,2379188850,CLOSE,0.01,4328.7,-2.68,0.0,STOP_HIT
2026-09-22 14:29:21,2379224830,OPEN,0.01,4327.57,0.0,0.0,Setup_RANGE
2026-09-22 14:29:21,2379224831,OPEN,0.01,4327.57,0.0,0.0,Setup_RANGE
2026-09-22 14:29:42,2379225569,OPEN,0.01,4327.92,0.0,0.0,Setup_RANGE
